gene,oncokb_gene_type,oncokb_source_count,oncokb_annotated,cosmic_cgc_v99_flag_in_oncokb,intogen_2024_driver,vogelstein_2013,cancer_hotspots_v3_gene,primary_driver_evidence_count,selected_for_v4_exact_gene_block,selection_rule
EIF3E,INSUFFICIENT_EVIDENCE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EIF4A2,ONCOGENE,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EIF4E,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELF3,ONCOGENE_AND_TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELF4,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELK4,ONCOGENE,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELL,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELL2,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELN,ONCOGENE,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELOC,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ELP2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EML4,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EMSY,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EP300,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EP400,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPAS1,INSUFFICIENT_EVIDENCE,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPCAM,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPHA2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
EPHA3,TSG,5,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPHA5,INSUFFICIENT_EVIDENCE,4,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPHA7,ONCOGENE_AND_TSG,4,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPHB1,ONCOGENE_AND_TSG,5,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPHB4,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPOR,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EPS15,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERBB2,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERBB3,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERBB4,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERC1,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC1,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC2,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC3,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC4,TSG,5,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC5,TSG,4,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERCC6,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERF,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERG,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ERRFI1,TSG,4,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ESCO1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ESCO2,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ESR1,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ESRRA,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
ETAA1,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETNK1,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETS1,ONCOGENE_AND_TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETV1,ONCOGENE,5,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETV4,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETV5,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ETV6,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EWSR1,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EXOSC6,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EXT1,TSG,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EXT2,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EZH1,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EZH2,ONCOGENE_AND_TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EZHIP,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
EZR,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FAF1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FAM135B,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FAM174B,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FANCA,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCB,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCC,TSG,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCD2,TSG,4,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCE,TSG,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCF,TSG,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCG,TSG,4,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCI,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCL,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FANCM,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FAS,TSG,5,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FAT1,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FAT2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FAT3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FAT4,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FBLN2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FBN2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FBXO11,TSG,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FBXO31,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FBXW2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FBXW7,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FCGR2B,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FCRL4,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FES,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FEV,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGD1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FGD5,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FGF1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF10,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF12,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF14,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF19,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF2,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF23,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF3,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF4,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF5,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF6,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF7,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF8,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGF9,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGFR1,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGFR2,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGFR3,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FGFR4,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FH,TSG,5,True,True,False,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FHIT,TSG,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FIP1L1,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLCN,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLG,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FLI1,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLT1,ONCOGENE,5,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLT3,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLT4,ONCOGENE,5,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FLYWCH1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FMN2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FNBP1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FNDC3B,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FOLH1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOLR1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXA1,ONCOGENE_AND_TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXA2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
FOXF1,ONCOGENE_AND_TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXL2,ONCOGENE_AND_TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXN4,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXO1,TSG,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXO3,INSUFFICIENT_EVIDENCE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXO4,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FOXP1,ONCOGENE_AND_TSG,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FRS2,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FSTL1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FSTL3,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FUBP1,TSG,6,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FURIN,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FUS,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FYN,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
FZR1,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GAB1,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GAB2,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GABRA6,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GADD45B,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GAS7,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GATA1,INSUFFICIENT_EVIDENCE,6,True,True,False,True,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GATA2,ONCOGENE_AND_TSG,6,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GATA3,ONCOGENE_AND_TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GATA4,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GATA6,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GEN1,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GID4,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GLI1,ONCOGENE,4,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GMPS,,1,False,False,True,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNA11,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNA12,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNA13,ONCOGENE_AND_TSG,4,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNAI2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
GNAQ,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNAS,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GNB1,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GOLGA5,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GOPC,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GPAA1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
GPC3,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GPC5,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
GPHN,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GPS2,TSG,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GRB7,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GREM1,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GRIN2A,TSG,5,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GRM3,INSUFFICIENT_EVIDENCE,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GSK3B,ONCOGENE,5,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GSTO1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GSTP1,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GTF2I,ONCOGENE,2,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
GTSE1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H1_2,INSUFFICIENT_EVIDENCE,4,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H1_3,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H1_4,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H1_5,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H2AC11,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H2AC16,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H2AC17,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
H2AC6,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
